Borough,District,Building Code,DBN,School Name,SchoolFood Code,Breakfast Before Bell ADP             FY18,Breakfast Before Bell ADP             FY19,"Breakfast In Classroom ADP (where available - see ""Key"" tab)           FY18","Breakfast In Classroom ADP (where available - see ""Key"" tab)           FY19",Breakfast Before Bell (Y = breakfast before bell in Any Part of DBN)          FY18,Breakfast Before Bell (Y = breakfast before bell in Any Part of DBN)           FY19,Breakfast In Classroom Offered (Y = BIC in Any Part of DBN)                      FY18,Breakfast In Classroom Offered (Y = BIC in Any Part of DBN)                      FY19,Grab & Go Offered (Y = G&G in Any Part of DBN)                       FY18,Grab & Go Offered (Y = G&G in Any Part of DBN)                       FY19,Lunches ADP            FY18,Lunches ADP            FY19,Salad bar  (Y = Salad Bar offered in building)                 FY18,Salad bar  (Y = Salad Bar offered in building)                 FY19,Snacks ADP            FY18,Snacks ADP            FY19,Suppers ADP            FY18,Suppers ADP            FY19
Q,27,Q410,79M973,RESTART Academy @ Channel View School for Research,27973,2,1,,,true,,,,,,5,5,true,true,,,,
Q,27,Q400,79M973,Restart Academy at August Martin,27974,11,14,,,true,,,,,,12,17,,true,,,,
Q,27,Q465,79M984,LYFE [Babies],27984,3,2,,,true,,,,,,4,3,true,true,4,3,,
Q,27,Q410,79M984,LYFE [Babies],27986,2,7,,,true,,,,,,2,7,true,true,1,7,,
Q,27,Q400,88Q995,ALC - August Martin HS,27995,4,4,,,true,,,,,,10,6,,true,,,,
Q,27,Q410,88Q996,Alternative Learning Center @ IS 53,27996,5,3,,,true,,,,,,6,4,true,true,,,,
Q,27,QADH,27N723,Divine Mercy Catholic Academy,27997,,,,,,,,,,,115,129,,,,,,
Q,28,Q008,28Q008,J.H.S. 008 Richard S. Grossley,28008,,1,294,294,,true,,,,,217,237,true,true,30,33,31,50
Q,28,Q277,75Q009,P009Q @ P182Q Samantha Smith,28009,54,56,,,true,,,,,,54,56,true,true,,,,
Q,28,Q973,24Q016,P.S. 196 Grand Central Parkway Annex,28016,,24,96,96,true,true,,,,,97,51,,,,,,
Q,28,Q040,28Q040,P.S. 040 Samuel Huntington,28040,128,123,1,1,true,true,,,,,312,271,true,true,39,23,68,63
Q,28,Q276,28Q048,P.S. 048 William Wordsworth,28048,338,316,,,true,true,true,true,true,true,454,456,true,true,38,68,110,56
Q,28,Q050,28Q050,P.S. 050 Talfourd Lawn Elementary School,28050,205,239,,,true,true,,,,,640,687,true,true,96,64,238,214
Q,28,Q054,28Q054,P.S. 054 Hillside,28054,82,76,,,true,true,,,,,354,342,true,true,29,16,116,138
Q,28,Q055,28Q055,P.S. 055 Maure,28055,127,121,1,1,true,true,,,,,359,332,,true,84,85,84,76
Q,28,Q072,28Q072,Catherine & Count Basie Middle School 72,28072,55,32,,,true,true,,,,,224,159,true,true,65,75,50,38
Q,28,Q048,75Q075,Robert E. Peary School,28075,101,96,,,true,,,,,true,105,107,true,,,,,
Q,28,Q080,28Q080,P.S. 080 Thurgood Marshall Magnet,28080,,1,350,350,,true,true,true,,,375,350,true,true,86,66,23,27
Q,28,Q082,28Q082,P.S. 082 Hammond,28082,4,9,379,379,true,true,,,,,337,370,true,true,53,122,115,47
Q,28,Q086,28Q086,P.S. Q086,28086,205,156,1,1,true,true,,,true,true,714,686,true,true,125,121,109,48
Q,28,Q099,28Q099,P.S. 099 Kew Gardens,28099,77,73,,,true,true,,,,,294,292,true,true,,,,
Q,28,Q101,28Q101,P.S. 101 School in the Gardens,28101,74,77,,,true,true,,,,,346,384,true,true,,,,
Q,28,Q117,28Q117,P.S. 117 J. Keld / Briarwood School,28117,272,439,,,true,true,true,true,,true,686,661,true,true,53,27,94,88
Q,28,Q121,28Q121,P.S. 121 Queens,28121,,2,400,400,,true,true,true,true,true,594,554,true,true,148,120,,34
Q,28,Q139,28Q139,P.S. 139 Rego Park,28139,90,87,,,true,true,,,,,493,530,true,true,86,94,,
Q,28,Q140,28Q140,P.S. 140 Edward K Ellington,28140,164,160,,,true,true,,,true,,362,370,true,true,76,52,30,27
Q,28,Q144,28Q144,P.S. 144 Col Jeromus Remsen,28144,110,125,,,true,true,,,,,443,495,true,true,,,,
Q,28,Q157,28Q157,J.H.S. 157 Stephen A. Halsey,28157,85,91,,,true,true,,,,,592,639,true,true,462,70,27,
Q,28,Q160,28Q160,P.S. 160 Walter Francis Bishop,28160,153,120,,,true,true,,,true,,482,466,true,true,76,61,35,38
Q,28,Q161,28Q161,P.S. 161 Arthur Ashe School,28161,96,104,,,true,true,,,,,562,518,true,true,,,,
Q,28,Q686,28Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,28167,57,48,,,true,true,,,,,336,364,true,true,,,,
Q,28,Q174,28Q174,P.S. 174 William Sidney Mount,28174,177,163,,,true,true,,,,,434,441,true,true,,,,
Q,28,Q175,28Q175,P.S. 175 The Lynn Gross Discovery School,28175,152,159,,,true,true,,,,,718,710,true,true,,134,85,96
Q,28,Q139,75Q177,P.S. Q177,28177,7,4,,,true,,,,,,6,4,true,true,,,,
Q,28,Q190,28Q190,J.H.S. 190 Russell Sage,28190,137,137,,,true,true,,,,,628,627,true,true,60,53,84,58
Q,28,Q196,28Q196,P.S. 196 Grand Central Parkway,28196,244,197,,,true,,true,true,true,,563,615,true,true,,,,
Q,28,Q003,28Q303,The Academy for Excellence through the Arts,28203,45,46,,,true,true,,,,,151,167,true,true,,,,
Q,28,Q206,28Q206,P.S. 206 The Horace Harding School,28206,174,188,,,true,true,,,,,456,495,true,true,145,130,17,
Q,28,Q217,28Q217,J.H.S. 217 Robert A. Van Wyck,28217,118,96,,,true,true,,,,,965,982,true,true,107,97,128,68
Q,28,Q220,28Q220,P.S. 220 Edward Mandel,28220,219,193,,,true,true,,,,,556,536,true,true,131,133,,
Q,28,Q875,75Q233,P.S. Q233,28233,65,60,,,true,,,,,,67,59,,true,,,,
Q,28,Q314,75Q277,P277Q @ Q314,28277,27,37,,,true,,,,,,28,38,true,true,,,,
Q,28,Q008,28Q284,York Early College Academy,28284,43,39,,,true,true,,,,,176,159,true,true,,,54,56
Q,28,Q008,28Q287,The Emerson School,28287,70,66,,,true,true,,,,,191,185,true,true,22,9,56,33
Q,28,Q866,28Q099,P.S. 099 Kew Gardens,28299,123,94,,,true,true,,,,,263,265,true,true,,,,
Q,28,Q470,28Q310,Queens Collegiate: A College Board School,28310,76,85,,,true,true,,,,,250,271,true,true,22,23,26,22
Q,28,Q040,28Q312,Jamaica Children's School,28312,52,63,,,true,true,,,,,112,144,true,true,,,,20
Q,28,Q470,28Q325,HILLSIDE ARTS & LETTERS ACADEMY,28325,17,17,,,true,true,,,,,153,154,true,true,25,,62,30
Q,28,Q470,28Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,28328,2,2,,,true,true,,,,,157,142,true,true,,,,
Q,28,Q072,28Q332,Redwood Middle School,28332,56,47,,,true,true,,,,,172,167,true,true,,,65,81
Q,28,Q382,28Q335,Pre-K Center at 89-14 Parsons Blvd,28336,58,60,,,true,,,,,,61,61,,,,,,
Q,28,Q383,28Q335,Pre-K Center at 132-10 Jamaica Avenue,28337,75,75,,,true,,,,,,75,72,,,,,,
Q,28,Q608,28Q335,Pre-K Center at 83-30 Kew Gardens Road,28339,31,36,,,true,,,,,,58,56,,,,,,
Q,28,Q314,28Q349,The Queens School for Leadership and Excellence,28349,,,196,196,,,,,,,262,353,true,true,70,90,,
Q,28,Q470,28Q350,Jamaica Gateway to the Sciences,28350,46,32,,,true,true,,,,,205,220,true,true,,,,
Q,28,Q030,28Q354,PS 354,28354,2,,312,312,true,,true,true,true,true,391,396,true,true,153,68,311,166
Q,28,Q314,28Q358,MS 358,28358,44,34,,,true,true,,,,,250,231,true,true,64,75,70,30
Q,28,QACG,84Q372,Growing up Green Charter School II,28372,137,190,,,true,true,,,,,197,286,,,42,70,38,
Q,28,Q814,28Q082,P.S. 082 Hammond,28382,1,,90,90,true,true,,,,,69,67,,,,,,
Q,28,Q690,28Q690,High School for Law Enforcement and Public Safety,28501,24,30,,,true,true,,,,,148,145,true,true,,24,,40
Q,28,Q695,28Q680,Queens Gateway to Health Sciences Secondary School,28510,74,71,,,true,true,,,,,229,290,true,true,,29,35,30
Q,28,Q440,28Q440,Forest Hills High School,28511,467,443,,,true,true,,,true,,1088,1122,true,true,,,,
Q,28,Q505,28Q505,Hillcrest High School,28522,661,541,,,true,true,,,true,,1379,1309,true,true,,,,
Q,28,Q142,25Q540,ERROR: #N/A,28540,10,,,,true,true,,,true,,18,,true,true,,,,
Q,28,Q620,28Q620,Thomas A. Edison Career and Technical Education High School,28541,220,172,,,true,true,,,,,928,921,true,true,,28,,
Q,28,Q883,88Q975,ALC - Royal 180 Academy,28556,9,7,,,true,,,,,,9,7,,,,,,
Q,28,Q774,28Q687,Queens High School for the Sciences at York College,28575,42,28,,,true,true,,,,,160,140,,,,,,
Q,28,Q595,28Q338,Queens Satellite HS for Opportunity,28584,14,17,,,true,true,,,,,26,33,,,,,,
Q,28,Q686,28Q686,QUEENS METROPOLITAN HIGH SCHOOL,28586,56,55,,,true,true,,,,,419,402,true,true,14,,,
Q,28,Q276,75Q075,P075Q @ PS 276Q,28675,39,32,,,true,,,,,true,40,34,true,true,,,,
Q,28,Q278,28Q182,P.S. 182 Samantha Smith,28682,,,132,132,true,,,,true,true,164,163,,,,,,
Q,28,Q142,75Q752,Queens Transition Center,28801,58,54,,,true,,,,,,79,84,true,true,,,,
Q,28,QBNO,79M973,Restart - Citywide,28803,3,3,,,true,,,,,,7,6,,,,,,
Q,28,Q161,75Q004,P.S. Q004 @ P161Q,28805,12,6,,,true,,,,,,10,10,true,true,,,,
Q,28,Q686,75Q233,PS 233,28833,108,107,,,true,,,,,,109,110,true,true,,,,
Q,28,QBHC,79Q950,ERROR: #N/A,28850,,,,,true,,,,true,true,,,,,,,,
Q,28,Q690,75Q752,Queens Transition Center,28852,18,15,,,true,,,,,,26,27,true,true,,,,
Q,28,QAHX,28N908,Queens Centers for Progress,28853,23,21,,,true,true,,,,,89,87,,,,,,
Q,28,QBAW,84Q342,The Rochdale Early Advantage Charter School,28870,164,133,,,true,,,,,,220,201,,,66,60,73,69
Q,28,QBOR,84Q342,Rochdale Early Advantage Charter Annex,28871,33,34,,,true,,,,,,33,36,,,,,,
Q,28,Q190,75Q177,P.S. Q177,28878,1,1,,,true,,,,,,5,2,true,true,,,,
Q,28,Q277,28Q182,P.S. 182 Samantha Smith,28882,4,,333,333,true,,,,true,true,341,333,true,true,,,115,110
Q,28,Q620,75Q752,Queens Transition Center,28883,9,3,,,true,,,,,,11,8,true,true,,,,
Q,28,Q680,28Q896,"Young Women's Leadership School, Queens",28896,72,86,,,true,true,,,,,279,271,true,true,43,36,18,7
Q,28,Q882,75Q009,P009Q @ 882Q,28909,72,60,,,true,,,,,,84,70,,,,,,
Q,28,QAGI,28N733,SAINT NICHOLAS OF TOLENTINE SCHOOL,28937,33,29,,,true,true,,,,,51,50,,,,,,
Q,28,Q595,79Q950,GED Plus - Citywide,28950,28,18,,,true,,,,true,true,43,34,,,,,,
Q,28,Q142,79Q950,Pathways to Graduation at Queens Transition Center,28951,6,5,,,true,,,,true,true,6,5,true,true,,,,
Q,28,Q695,75Q752,Queens Transition Center,28952,28,29,,,true,,,,,,28,30,true,true,,,,
Q,28,QADQ,28N725,Our Lady Of Mercy School,28963,81,90,,,true,true,,,,,127,137,,,,,,
Q,28,QBEX,79M973,Restart - Citywide,28973,7,5,,,true,,,,,,9,6,,,,,,
Q,28,Q505,79M984,LYFE [Babies],28984,6,4,,,true,,,,,,6,4,true,true,,3,,
Q,28,Q883,88Q987,ALC-Jamaica Academy,28987,12,8,,,true,,,,,,12,8,,,,,,
Q,28,Q072,75Q993,P.S. Q993,28993,41,51,,,true,,,,,,41,53,true,true,,,,
Q,28,Q733,88Q994,ALC-Sutphin High School,28994,5,5,,,true,,,,,,13,8,,,,,,
Q,29,Q268,75Q009,P.S. 009 @ P268Q,29009,40,44,,,true,,,,,,40,43,true,true,,,,
Q,29,Q015,29Q015,P.S. 015 Jackie Robinson,29015,155,140,,,true,true,,,,,354,346,true,true,77,80,160,124
Q,29,Q033,29Q033,P.S. 033 Edward M. Funk,29033,144,126,1,1,true,true,,,,,626,579,true,true,119,66,27,36
Q,29,Q034,29Q034,P.S. 034 John Harvard,29034,7,2,425,425,true,true,true,true,,,500,521,true,true,98,,84,
Q,29,Q035,29Q035,P.S. 035 Nathaniel Woodhull,29035,177,186,,,true,true,true,true,,,581,581,true,true,63,55,,128
Q,29,Q036,29Q036,P.S. 036 Saint Albans School,29036,108,120,,,true,true,,,,,330,321,true,true,55,44,,
Q,29,Q037,29Q037,Cynthia Jenkins School,29037,1,124,244,244,true,true,true,true,true,true,334,305,true,true,130,101,139,128
Q,29,Q038,29Q038,P.S. 038 Rosedale,29038,50,55,,,true,true,true,true,true,true,218,205,true,true,45,51,44,
Q,29,QBBU,29N002,The Nurturing Center,29046,,88,,,,true,,,,,,148,,,,,,
Q,29,Q052,29Q052,P.S. 052 Queens,29052,151,145,,,true,true,true,true,,true,353,300,true,true,,,73,25
Q,29,Q059,29Q059,I.S. 059 Springfield Gardens,29059,41,48,,,true,true,,,,,237,283,true,true,7,57,61,59
Q,29,Q095,29Q095,P.S. 095 Eastwood,29095,152,144,1,1,true,true,,,,,1133,1053,true,true,64,99,,
Q,29,Q109,29Q109,Jean Nuzzi Intermediate School,29109,68,63,,,true,true,,,,,618,627,true,true,49,69,154,44
Q,29,Q116,29Q116,PS/IS 116 William C. Hughley,29116,174,174,,,true,true,,,,,526,508,true,true,55,39,160,61
Q,29,Q118,29Q118,P.S. 118 Lorraine Hansberry,29118,123,115,,,true,true,true,true,true,true,340,375,,true,,50,96,74
Q,29,Q131,29Q131,P.S. 131 Abigail Adams,29131,37,54,,,true,,,,,,514,507,true,true,,,,
Q,29,Q132,29Q132,P.S. 132 Ralph Bunche,29132,138,118,,,true,true,,,,,274,249,true,true,48,82,84,28
Q,29,Q134,29Q134,P.S. 134 Hollis,29134,140,115,,,true,true,,,,,338,305,true,true,123,98,138,128
Q,29,Q135,29Q135,The Bellaire School,29135,,343,669,669,,true,true,true,,true,693,685,true,true,20,14,93,65
Q,29,Q136,29Q136,P.S. 136 Roy Wilkins,29136,219,220,,,true,true,true,true,true,true,485,455,true,true,,,,
Q,29,Q138,29Q138,P.S./ M.S.138 Sunrise,29138,492,393,,,true,true,true,true,true,true,551,516,true,true,62,59,21,19
Q,29,Q147,29Q147,PS/MS 147 Ronald McNair,29147,53,48,,,true,true,,true,,,443,442,true,true,42,31,30,20
Q,29,Q156,29Q156,P.S. 156 Laurelton,29156,82,139,,,true,true,,true,,true,194,167,true,true,20,30,51,15
Q,29,Q176,29Q176,P.S. 176 Cambria Heights,29176,222,214,,,true,true,true,true,,true,540,586,true,true,51,102,40,53
Q,29,Q263,75Q177,P.S. Q177,29177,43,40,,,true,,,,,,42,40,true,true,,,,
Q,29,Q181,29Q181,P.S. 181 Brookfield,29181,197,174,,,true,true,true,true,true,true,289,266,true,true,47,48,33,37
Q,29,Q192,29Q192,I.S. 192 The Linden,29192,35,52,,,true,true,,,,,216,217,true,true,43,54,84,59
Q,29,Q195,29Q195,P.S. 195 William Haberle,29195,1,,185,185,true,,true,true,true,true,424,413,true,true,105,44,45,34
Q,29,Q208,29Q208,P.S. / I.S. 208,29208,112,118,,,true,true,true,true,true,true,397,397,true,true,51,,,43
Q,29,Q238,29Q238,I.S. 238 - Susan B. Anthony Academy,29238,106,149,,,true,true,,,,,617,795,true,true,101,127,99,64
Q,29,Q490,29Q243,Institute For Health Professions At,29243,25,31,,,true,true,,,,,108,95,true,true,,,,
Q,29,Q420,29Q248,Queens Preparatory Academy,29248,27,21,,,true,true,,,,,93,75,true,true,,,,
Q,29,Q251,29Q251,P.S. 251 Queens,29251,120,123,,,true,true,true,true,true,true,234,252,true,true,43,32,,
Q,29,Q192,29Q259,Pathways College Preparatory School: A College Board School,29259,31,31,,,true,true,,,,,171,166,true,true,34,20,32,19
Q,29,Q420,29Q265,Excelsior Preparatory High School,29265,30,22,,,true,true,,,,,134,117,true,true,,,,
Q,29,Q268,29Q268,PS/IS 268,29268,115,126,1,1,true,true,,true,,true,324,355,true,true,48,17,31,36
Q,29,Q270,29Q270,The Gordon Parks School,29270,132,126,,,true,true,,,,,445,422,true,true,,,132,46
Q,29,Q420,29Q272,George Washington Carver High School for the Sciences,29272,24,20,,,true,true,,,,,115,99,true,true,,,,
Q,29,Q420,29Q283,Preparatory Academy for Writers: A College Board School,29283,35,38,,,true,true,,,true,,114,86,true,true,66,54,30,74
Q,29,Q156,29Q289,Queens United Middle School,29289,35,40,,,true,true,,,,,102,89,true,true,47,50,68,70
Q,29,Q263,29Q295,P.S./I.S. 295,29295,99,114,,,true,true,,true,,,370,381,true,true,42,43,65,
Q,29,Q490,29Q313,Benjamin Franklin High School for Finance & Information Technology,29313,72,111,,,true,true,,,,true,119,111,true,true,28,31,,
Q,29,Q799,29Q326,CAMBRIA HEIGHTS ACADEMY,29326,47,51,,,true,true,,,,,163,148,true,true,,,,
Q,29,Q633,29Q327,EAGLE ACADEMY FOR YOUNG MEN III,29327,89,104,,,true,true,,,,,285,278,true,true,27,,29,56
Q,29,Q035,29Q131,PS 131 Abigail Adams Annex,29331,77,87,,,true,,,,,,73,87,true,true,,,,
Q,29,Q374,84Q337,ERROR: #N/A,29337,,,,,,,,,,,,,true,,,,,
Q,29,Q059,84Q339,Success Academy Charter School - Springfield Gardens,29339,180,227,,,true,true,,,,,252,343,true,true,,,,
Q,29,Q231,29Q355,Collaborative Arts Middle School,29355,33,29,,,true,true,,,,,141,160,true,true,67,95,31,22
Q,29,Q231,29Q356,Community Voices Middle School,29356,45,53,,,true,true,,,,,151,177,true,true,22,44,23,47
Q,29,Q892,29Q360,P.S. 360,29360,13,,68,68,true,,true,true,,true,137,165,true,true,,,,
Q,29,Q381,29Q381,Pre-K Center at 168-42 Jamaica Avenue,29381,101,110,,,true,,,,,,107,114,,,,,,
Q,29,Q387,29Q381,Pre-K Center at 100-01 Springfield Boulevard,29382,47,51,,,true,,,,,,47,51,,,,,,
Q,29,Q490,29Q498,Humanities & Arts Magnet High School,29498,67,60,,,true,true,,,,,144,125,true,true,41,39,,25
Q,29,Q490,29Q492,"Mathematics, Science Research and Technology Magnet High School",29501,34,42,,,true,true,,,,,134,138,true,true,60,75,,
Q,29,Q750,24Q610,Aviation Career & Technical Education High School,29545,17,20,,,true,,,,,,19,21,,,,,,
Q,29,Q037,75Q811,P811Q at Q037,29611,,24,,,true,,,,,,,24,,true,,,,
Q,29,Q835,75Q233,P.S. Q233,29800,17,15,,,true,,,,,,17,15,,,,,,
Q,29,Q822,75Q811,P.S. Q811,29802,31,34,,,true,,,,,,31,34,,,,,,
Q,29,Q147,75Q811,ERROR: #N/A,29812,37,,,,true,,,,,,37,,true,true,,,,
Q,29,QAHI,29N743,SS JOACHIM & ANNE SCHOOL,29910,55,72,,,true,true,,,,,117,116,,,,,,
Q,29,Q147,75Q811,P811Q @ PS/MS 147,29911,41,65,,,true,,,,,,42,64,true,true,,,,
Q,29,QAAX,29N686,Cambria Center Gifted Child,29912,60,75,,,true,true,,,,,174,168,,,,,,
Q,29,QACS,84Q704,Merrick Academy - Queens Public Charter School,29938,346,328,,,true,true,,,true,true,460,452,true,true,42,33,42,33
Q,29,Q420,79M984,LYFE [Babies],29984,4,4,,,true,,,,,,5,5,true,true,2,3,,
Q,29,Q208,75Q993,P.S. Q993,29993,71,66,,,true,,,,,,69,62,true,true,,,,
Q,30,Q002,30Q002,P.S. 002 Alfred Zimberg,30002,160,166,,,true,true,,,,,490,497,true,true,120,126,104,33
Q,30,Q010,30Q010,I.S. 010 Horace Greeley,30010,41,56,,,true,true,,,,,538,626,true,true,84,77,69,73
Q,30,Q011,30Q011,P.S. 011 Kathryn Phelan,30011,125,118,1,1,true,true,,,,,744,663,true,true,229,223,83,89
Q,30,Q017,30Q017,P.S. 017 Henry David Thoreau,30017,213,211,,,true,true,,,,,480,496,true,true,57,60,112,96
Q,30,Q069,30Q069,P.S. 069 Jackson Heights,30069,,,457,457,,,true,true,true,true,727,728,,true,167,93,,
Q,30,Q070,30Q070,P.S. 070 Queens,30070,210,199,,,true,true,true,true,true,true,601,596,true,true,,79,73,
Q,30,Q076,30Q076,P.S. 076 William Hallet,30076,1,,257,257,true,,true,true,true,true,383,354,true,true,47,36,54,43
Q,30,Q868,30Q078,P.S. 078,30078,66,57,,,true,,,true,,,130,131,true,,,,33,19
Q,30,Q084,30Q084,P.S. 084 Steinway,30084,74,68,,,true,true,,,,,196,195,true,true,68,42,36,
Q,30,Q085,30Q085,P.S. 085 Judge Charles Vallone,30085,150,144,,,true,true,,,,,403,414,true,true,75,93,49,28
Q,30,Q292,30Q092,P.S. 092 Harry T. Stewart Sr.,30092,187,185,,,true,true,,,,,793,778,true,true,82,40,104,98
Q,30,Q111,30Q111,P.S. 111 Jacob Blackwell,30111,81,75,,,true,true,,,,,234,228,true,true,46,30,117,46
Q,30,Q112,30Q112,P.S. 112 Dutch Kills,30112,1,,196,196,true,,true,true,,true,376,373,true,true,,48,44,
Q,30,Q122,30Q122,P.S. 122 Mamie Fay,30122,157,155,,,true,true,,,,,768,770,true,true,82,88,62,
Q,30,Q126,30Q126,Albert Shanker School for Visual and Performing Arts,30126,62,72,,,true,true,,,,,408,401,true,true,77,94,84,35
Q,30,Q127,30Q127,P.S. 127 Aerospace Science Magne,30127,158,153,,,true,true,,,,,885,850,,,203,181,104,44
Q,30,Q141,30Q141,I.S. 141 The Steinway,30141,42,45,,,true,true,,,,,715,750,true,true,70,,56,66
Q,30,Q145,30Q145,I.S. 145 Joseph Pulitzer,30145,123,129,,,true,true,,,,,1059,1021,true,true,9,,69,62
Q,30,Q148,30Q148,P.S. 148 Queens,30148,,2,446,446,,true,true,true,true,true,708,599,true,true,55,107,88,76
Q,30,Q149,30Q149,P.S. 149 Christa Mcauliffe,30149,5,,467,467,true,,true,true,true,true,758,668,true,true,60,57,129,103
Q,30,Q150,30Q150,P.S. 150 Queens,30150,,1,294,294,true,true,true,,true,true,637,669,true,true,175,200,59,33
Q,30,Q151,30Q151,P.S. 151 Mary D. Carter,30151,,1,87,87,,true,true,true,true,true,298,269,true,true,47,44,,
Q,30,Q152,30Q152,Q152 - P.S. 152 Gwendoline N. Alleyne School,30152,147,138,,,true,true,,,,,893,835,true,true,157,136,139,63
Q,30,Q166,30Q166,P.S. 166 Henry Gradstein,30166,327,354,,,true,true,true,true,true,true,729,780,true,true,217,208,127,49
Q,30,Q171,30Q171,P.S. 171 Peter G. Van Alst,30171,174,179,,,true,true,,,,,420,390,true,true,102,95,94,
Q,30,Q204,30Q204,I.S. 204 Oliver W. Holmes,30204,48,50,,,true,true,,,,,323,298,true,true,88,115,44,36
Q,30,Q212,30Q212,P.S. 212,30212,3,,207,207,true,,true,true,true,true,557,558,true,true,76,88,118,59
Q,30,Q222,30Q222,P.S. Q222 - Fire Fighter Christopher A. Santora School,30222,,,82,82,,,true,true,true,true,204,214,,,34,31,,
Q,30,Q228,30Q228,Ivan Lafayette Early Childhood School of the Arts (The),30228,2,,218,218,true,,true,true,,,214,218,true,true,67,60,,
Q,30,Q230,30Q230,I.S. 230,30230,91,69,,,true,,,,,,561,543,true,true,,108,114,72
Q,30,Q234,30Q234,P.S. 234,30234,92,108,,,true,true,,,,,386,405,true,true,,,159,81
Q,30,Q234,30Q235,Academy for New Americans,30235,38,34,,,true,true,,,,,104,110,true,true,26,,61,30
Q,30,Q397,75Q255,P.S. Q255,30255,72,67,,,true,,,,,,76,70,,,8,,,
Q,30,Q204,30Q258,Energy Tech High School,30258,35,46,,,true,true,,,,,207,212,true,true,48,24,,4
Q,30,Q735,24Q264,Academy of Finance and  Enterprise,30264,71,79,,,true,true,,,,,311,316,true,true,,,,
Q,30,Q735,24Q267,High School of Applied Communication,30267,25,23,,,true,true,,,,,173,169,true,true,,,,26
Q,30,Q404,75Q277,The Riverview School @ Q404,30277,58,56,,,true,,,,,,59,55,true,true,,,,
Q,30,Q280,30Q280,P.S. 280,30280,231,250,,,true,true,true,true,true,true,481,459,true,true,77,56,119,86
Q,30,Q739,30Q286,"Young Women's Leadership School, Astoria",30286,178,150,,,true,true,,,true,true,285,280,true,true,14,46,49,31
Q,30,Q404,30Q291,Hunters Point Community M.S.,30291,82,61,,,true,true,,,,,226,218,true,true,44,52,59,80
Q,30,Q017,30Q300,The 30th Avenue School (G&T Citywide),30300,44,150,1,1,true,,,,,,196,218,true,true,,,,
Q,30,Q312,30Q078,PS/IS 78 Annex,30312,25,31,,,true,,,true,,,211,227,true,true,,,36,27
Q,30,QAZF,84Q321,Growing up Green Middle Charter School,30321,32,41,,,true,,,,,,184,181,true,true,42,63,,
Q,30,Q329,30Q329,East Elmhurst Community School,30329,,,151,151,,,true,true,true,true,285,339,true,true,,,,48
Q,30,Q297,30Q230,IS 230 Annex,30330,78,52,,,true,,,,,,350,288,true,true,,,,
Q,30,QABE,84Q359,Academy of the City Charter School,30359,174,159,,,true,true,,,true,true,282,286,true,true,63,74,,
Q,30,Q339,30Q361,The Woodside Community School,30361,,1,188,188,,true,true,true,,,201,245,true,true,72,60,81,77
Q,30,Q312,75Q277,The Riverview School @ Q312,30377,36,45,,,true,,,,,,35,44,true,true,,,,
Q,30,Q972,30Q384,P.S. 384,30384,,22,,,,true,,,,,,27,,,,,,
Q,30,Q389,30Q389,Pre-K Center @96-10 23 Avenue,30389,79,65,,,true,,,,,,85,73,,,16,,,
Q,30,Q868,30Q389,Pre-K Center at 46-08 5th Street,30391,40,36,,,true,,,,,,33,32,true,,,,,
Q,30,Q397,30Q389,Pre-K Center @ 37 Street,30397,40,69,,,true,,,,,,41,70,,,,,,
Q,30,Q904,30Q389,Pre-K Center at 5-14 49 Avenue,30398,21,14,,,true,,,,,,19,15,,,,,,
Q,30,Q076,75Q277,P277Q @ Q076,30477,47,53,,,true,,,,,,56,60,true,true,,,,
Q,30,Q725,30Q502,Information Technology High School,30500,69,42,,,true,true,,,,,373,319,true,true,35,48,,
Q,30,Q404,30Q301,Academy for Careers in Television and Film,30501,41,34,,,true,true,,,,,200,194,true,true,,,48,20
Q,30,Q452,30Q450,Long Island City High School,30523,386,201,,,true,true,,,,,916,940,true,true,,,,
Q,30,Q450,30Q555,Newcomers High School,30524,175,159,,,true,true,,,,,667,574,true,true,25,174,86,63
Q,30,Q445,30Q445,William Cullen Bryant High School,30533,145,201,,,true,true,,,true,,692,592,true,true,11,16,129,117
Q,30,Q610,24Q610,Aviation Career & Technical Education High School,30535,212,203,,,true,,,,,,1244,1285,true,true,,,,
Q,30,Q891,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",30542,35,38,,,true,true,,,,,166,150,true,true,,,,
Q,30,Q798,30Q580,Baccalaureate School for Global Education,30544,39,35,,,true,true,,,,,220,214,true,true,,,,
Q,30,Q570,30Q501,Frank Sinatra School of the Arts High School,30550,108,87,,,true,true,,,,,344,364,true,true,,,,
Q,30,ERROR: #N/A,84Q705,ERROR: #N/A,30575,,,,,,,,,,,,,,,,,,
Q,30,Q451,30Q575,Academy of American Studies,30576,56,38,,,true,true,,,,,336,287,true,true,112,,,
Q,30,Q520,24Q520,Middle College High School at LaGuardia Community,30580,98,93,,,true,true,,,,true,141,145,true,true,,,,
Q,30,Q600,24Q600,Queens Vocational and Technical High School,30583,176,177,,,true,true,,,,,782,752,true,true,20,35,,34
Q,30,Q520,24Q530,International High School at LaGuardia Community College,30590,78,69,,,true,true,,,,,225,202,true,true,117,109,,
Q,30,Q735,24Q299,Bard High School Early College Queens,30599,86,90,,,true,true,,,,,259,274,true,true,,10,,
