Borough,District,Building Code,DBN,School Name,SchoolFood Code,Breakfast Before Bell ADP             FY18,Breakfast Before Bell ADP             FY19,"Breakfast In Classroom ADP (where available - see ""Key"" tab)           FY18","Breakfast In Classroom ADP (where available - see ""Key"" tab)           FY19",Breakfast Before Bell (Y = breakfast before bell in Any Part of DBN)          FY18,Breakfast Before Bell (Y = breakfast before bell in Any Part of DBN)           FY19,Breakfast In Classroom Offered (Y = BIC in Any Part of DBN)                      FY18,Breakfast In Classroom Offered (Y = BIC in Any Part of DBN)                      FY19,Grab & Go Offered (Y = G&G in Any Part of DBN)                       FY18,Grab & Go Offered (Y = G&G in Any Part of DBN)                       FY19,Lunches ADP            FY18,Lunches ADP            FY19,Salad bar  (Y = Salad Bar offered in building)                 FY18,Salad bar  (Y = Salad Bar offered in building)                 FY19,Snacks ADP            FY18,Snacks ADP            FY19,Suppers ADP            FY18,Suppers ADP            FY19
K,17,K434,84K712,Uncommon Charter High School,17812,74,90,,,true,,,,true,true,301,315,true,true,,,,
K,17,K391,17K722,New Heights Middle School,17822,69,99,,,true,true,,,,,199,212,true,true,66,37,85,57
K,17,K470,75K036,P.S. 36,17836,1,32,,,true,,,,,,1,30,true,true,,,,
K,17,K470,75K036,ERROR: #N/A,17838,1,,,,true,,,,,,3,,true,true,,,,
K,17,K246,84K741,Success Academy Charter School Ditmas Park Middle School,17841,67,130,,,true,,,,true,,74,124,true,true,,,,
K,17,K470,17K745,Brooklyn Institute for Liberal Arts,17845,18,14,,,true,true,,,,,98,66,true,true,29,34,,
K,17,K867,88K991,ALC - PS 138K ANNEX,17847,9,9,,,true,,,,,,15,12,,,,,,
K,17,K210,84K742,Explore Empower Charter School,17850,195,193,,,true,true,,,,,305,321,true,true,20,19,,
K,17,KAGN,17N862,League School,17853,96,89,,,true,true,,,,,96,89,,,,,,
K,17,K434,84K356,Achievement First Crown Heights Charter School,17854,54,61,,,true,,,,,,252,273,true,true,96,60,,
K,17,K002,84K704,Explore Charter School,17858,158,127,,,true,true,,,true,true,290,269,true,true,,,,
K,17,K600,75K753,P.S. K753 - School for Career Development,17873,8,8,,,true,,,,,,8,8,true,true,,,,
K,17,K092,84K876,Achievement First Voyager Middle Charter School,17876,97,93,,,true,,,,true,,128,139,true,true,,,,
K,17,K391,84K356,Achievement First Crown Heights Charter School,17879,355,371,,,true,,,,,,411,407,true,true,450,,,
K,17,K391,84K356,Achievement 1st Crown Heights MS,17880,81,94,,,true,,,,,,288,300,true,true,358,,,
K,17,K390,84K357,KIPP AMP Charter School,17882,31,30,,,true,,,,true,,185,171,true,true,76,55,,
K,17,K824,79M973,Restart Academy at W.E.B. Dubois,17884,9,13,,,true,,,,,,18,24,true,true,,,,
K,17,K884,84K886,ERROR: #N/A,17886,,,,,,,,,,,,,,,,,,
K,17,K191,84K712,Excellence Girls Middle Academy CS,17912,94,89,,,true,,,,true,true,213,186,true,true,,,,
K,17,K161,84K741,Success Academy Charter School-Crown Heights,17941,147,117,,,true,,,,true,,269,266,true,true,,,,
K,17,KAGC,17N736,St. Gregory The Great Catholic Academy,17947,27,29,,,true,true,,,,,94,87,,,,,,
K,17,KAJW,17N711,Saint Francis Of Assisi Catholic Academy,17951,19,20,,,true,true,,,,,109,73,,,,,,
K,17,K138,84K756,Success Academy Charter School-Prospect Heights,17956,123,107,,,true,true,,,,true,297,238,true,true,,,,
K,17,KAEA,17N686,Brooklyn Jesuit Prep,17970,10,8,,,true,true,,,,,71,39,,,71,48,85,
K,17,KCTB,79Q950,GED Plus - Citywide,17973,8,9,,,true,,,,true,true,9,9,,,,,,
K,17,K091,84K876,Achievement First Voyager Elementary Charter School,17976,,46,,,true,,,,true,,,46,,true,,,,
K,17,K221,84K777,Ocean Hill Elementary Charter School,17977,,57,,,true,,,,,,,57,,true,,,,
K,17,KAKH,17N709,Saint Mark's Day School,17981,33,28,,,true,true,,,,,89,67,,true,,37,29,36
K,17,K824,88K981,ALC- W.E.B Debois,17982,20,13,,,true,,,,,,20,13,true,true,,,,
K,17,K440,79M984,LYFE [Babies],17984,5,5,,,true,,,,,,5,5,true,true,5,5,,
K,17,K625,79M984,ERROR: #N/A,17985,1,,,,true,,,,,,1,,true,true,1,,,
K,17,K246,88K993,ERROR: #N/A,17993,10,,,,true,,,,,,11,,true,true,,,,
K,18,K855,18K235,P.S. 235 Janice Marie Knight School Annex,18035,55,49,,,true,,,,,,148,129,true,true,,,,
K,18,K066,18K066,P.S. 66,18066,224,233,,,true,true,,,,,552,534,true,true,61,63,63,68
K,18,K068,18K068,I.S. 068 Isaac Bildersee,18068,67,76,,,true,true,,,,,249,200,true,true,45,22,81,35
K,18,K114,18K114,P.S. 114 Ryder Elementary,18114,186,151,,,true,true,,true,,,441,406,true,true,46,20,146,120
K,18,K115,18K115,P.S. 115 Daniel Mucatel School,18115,794,740,,,true,true,true,true,,,769,753,true,true,183,83,96,102
K,18,K135,18K135,P.S. 135 Sheldon A. Brookner,18135,137,139,,,true,true,true,true,,true,366,322,true,true,68,31,105,74
K,18,K208,18K208,P.S. 208 Elsa Ebeling,18208,133,146,,,true,true,true,true,true,true,303,288,,,77,58,,
K,18,K211,18K211,I.S. 211 John Wilson,18211,96,80,,,true,true,,,,,335,318,true,true,70,65,82,65
K,18,K219,18K219,P.S. 219 Kennedy-King,18219,213,186,,,true,true,true,true,true,true,432,350,true,true,104,66,153,99
K,18,K233,18K233,P.S. 233 Langston Hughes,18233,277,222,,,true,true,true,true,true,true,388,335,true,true,45,30,,
K,18,K235,18K235,P.S. 235 Janice Marie Knight School,18235,104,115,,,true,,,,,,432,414,true,true,,,,
K,18,K244,18K244,P.S. 244 Richard R. Green,18244,212,202,,,true,true,,true,,,375,354,true,true,73,,,80
K,18,K268,18K268,P.S. 268 Emma Lazarus,18268,105,97,,,true,true,,,,true,273,251,,,80,,104,91
K,18,K272,18K272,P.S. 272 Curtis Estabrook,18272,389,352,,,true,true,true,true,true,true,369,338,true,true,143,116,,
K,18,K276,18K276,P.S. 276 Louis Marshall,18276,2,,412,412,true,,true,true,true,true,510,491,true,true,47,67,25,
K,18,K279,18K279,P.S. 279 Herman Schreiber,18279,121,117,,,true,true,,,,,315,299,true,true,10,74,66,
K,18,K232,18K581,East Flatbush Community Research School,18281,41,42,,,true,true,,,,,84,184,true,true,44,54,102,116
K,18,K285,18K285,I.S. 285 Meyer Levin,18285,124,150,,,true,true,,,,,487,554,true,true,,,107,83
K,18,K252,18K588,Middle School for Art and Philosophy,18288,21,25,,,true,true,,,,,87,75,true,true,49,18,97,109
K,18,K232,18K598,ERROR: #N/A,18298,33,,,,true,,,,,,91,,true,true,,,68,
K,18,K366,18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,18366,74,68,,,true,true,,,,,257,252,true,true,,,60,37
K,18,K114,84K379,Explore Excel Charter School,18379,218,224,,,true,,,,,,178,220,true,true,,,,
K,18,K515,84K517,Uncommon Preparatory Charter High School,18517,252,85,,,true,,,,true,true,244,318,true,true,,,,
K,18,K415,18K563,It Takes a Village Academy,18564,82,105,,,true,true,,,,,329,269,true,true,381,53,139,68
K,18,K515,18K566,Brooklyn Generation School,18566,12,16,,,true,true,,,,,61,63,true,true,50,42,,
K,18,K515,18K567,Brooklyn Theatre Arts High School,18567,101,64,,,true,true,,,,,79,83,true,true,,,,
K,18,K415,18K569,Kurt Hahn Expeditionary Learning School,18569,15,15,,,true,true,,,,,115,104,true,true,21,,,23
K,18,K860,18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,18573,70,53,,,true,true,,,,,130,113,true,true,,,,
K,18,K515,18K576,Victory Collegiate High School,18576,25,29,,,true,true,,,,,106,62,true,true,,,68,
K,18,K515,18K578,Brooklyn Bridge Academy,18578,43,53,,,true,true,,,true,,26,19,true,true,45,18,27,18
K,18,K232,84K608,Kings Elementary Charter School,18608,94,162,,,true,,,,true,,145,233,true,true,,,,
K,18,K500,18K617,High School for Innovation in Advertising and Media,18617,38,31,,,true,true,,,,,166,139,true,true,72,30,,
K,18,K279,84K724,Leadership Prep Canarsie Middle Acad,18624,98,121,,,true,,,,true,,263,294,true,true,,,,
K,18,K415,18K629,Cultural Academy for the Arts and Sciences,18629,29,21,,,true,true,,,,,109,101,true,true,40,25,36,42
K,18,K500,18K633,High School for Medical Professions,18633,74,54,,,true,true,,,,,214,210,true,true,43,26,38,
K,18,K242,18K235,PS 235 Janice Marie Knight School Annex,18635,142,128,,,true,,,,,,281,271,true,true,77,49,78,72
K,18,K242,18K635,Olympus Academy,18636,36,32,,,true,true,,,,,66,61,true,true,,,,
K,18,K515,18K637,Academy for Conservation and the Environment,18637,27,67,,,true,true,,,,,136,83,true,true,,,,
K,18,K500,18K642,Urban Action Academy,18642,59,30,,,true,true,,,,,183,138,true,true,12,10,,9
K,19,K422,19K404,Academy for Young Writers,19404,122,154,,,true,true,,,,,246,261,true,true,87,65,67,60
K,18,K500,79M645,School for Cooperative Technical Education @ Canarsie HS,18645,9,6,,,true,,,,,,13,6,true,true,,,,
K,18,K500,75K753,P753K @ K500,18653,48,61,,,true,,,,,,50,61,true,true,,,,
K,18,K252,84K608,Kings Collegiate Charter School,18808,134,112,,,true,,,,true,,246,240,true,true,,,,
K,18,KBGH,84K652,Brooklyn Ascend Charter School,18816,415,11,,,true,true,,,,,571,595,,,31,56,55,68
K,18,K211,84K724,Leadership Prep Canarsie Charter Sch,18824,299,276,,,true,,,,true,,395,424,true,true,,,86,85
K,18,K855,18K135,P.S. 135 Sheldon A. Brookner,18835,79,66,,,true,true,true,true,,true,134,116,true,true,,,,
K,18,K232,75K753,P753K at K232,18853,,29,,,true,,,,,,,30,,true,,,,
K,18,K244,18K763,Brooklyn Science and Engineering Academy,18863,50,68,,,true,true,,,,,166,199,true,true,20,59,50,68
K,18,K068,84K379,Explore Excel Charter School - Upper,18879,100,106,,,true,,,,,,134,150,true,true,,54,,
K,18,KBXX,84K797,ERROR: #N/A,18883,113,,,,true,,,,,,243,,,,,,,
K,18,KBXV,84K792,Cultural Arts Academy Charter School,18892,77,61,,,true,true,,,,,166,153,,,75,,,
K,18,KAHS,18N701,Nazareth Regional High School,18901,40,61,,,true,true,,,,,322,316,true,true,,,,
K,18,KAFC,22N723,Excelsior Elementary School,18910,23,22,,,true,true,,,,,69,58,,,,,,
K,18,KAKU,18N706,ST CATHERINE OF GENOA-ST THERESE OF LISIEUX,18912,61,52,,,true,true,,,,,122,118,,,43,40,,
K,18,K515,18K922,South Shore Educational Complex Yabc,18922,1,1,,,true,true,,,,,30,23,true,true,,,,
K,18,K515,79Q950,Access GED - East at South Shore HS,18924,1,2,,,true,,,,true,true,7,11,true,true,,,,
K,18,K233,84K736,New American Academy Charter School,18936,249,207,,,true,true,,,true,true,311,294,true,true,54,49,,
K,18,KABP,18N571,Battalion Christian Academy,18951,16,11,,,true,true,,,,,82,82,,,,,,
K,18,KAKD,18N705,OUR LADY OF TRUST CATHOLIC ACADEMY,18961,30,21,,,true,true,,,,,146,145,,,,,,
K,18,K066,75K771,P771K @ PS 66,18971,24,30,,,true,,,,,,31,30,true,true,,,,
K,19,K007,75K004,P.S. K004,19004,1,5,,,true,,,,,,3,4,true,true,,,,
K,19,K007,19K007,P.S. 007 Abraham Lincoln,19007,3,3,591,591,true,true,true,true,,,605,605,true,true,134,174,197,148
K,19,K013,19K013,P.S. 013 Roberto Clemente,19013,177,160,1,1,true,true,,true,,,338,312,true,true,55,50,149,47
K,19,K857,75K036,P.S. 36,19036,114,116,,,true,,,,,,130,133,true,true,,,,
K,19,K798,19K065,P.S. 065,19065,,,263,263,,,true,true,true,true,453,444,true,true,108,140,152,129
K,19,K814,19K089,P.S. 089 Cypress Hills,19089,284,282,1,1,true,true,,,,,422,429,true,true,103,134,281,261
K,19,K108,19K108,P.S. 108 Sal Abbracciamento,19108,599,653,,,true,true,true,true,,,627,677,true,true,101,113,52,37
K,19,K224,75K036,P036K @ K224,19136,43,46,,,true,,,,,,50,50,true,true,,,,
K,19,K149,19K149,P.S. 149 Danny Kaye,19149,151,117,,,true,,,,true,true,477,443,true,true,73,22,185,112
K,19,K158,19K158,P.S. 158 Warwick,19158,5,1,481,481,true,true,true,true,true,,459,435,true,true,72,83,29,
K,19,K159,19K159,P.S. 159 Isaac Pitkin,19159,3,,655,655,true,,true,true,true,true,543,515,true,true,168,99,,
K,19,K171,19K171,I.S. 171 Abraham Lincoln,19171,29,26,,,true,true,,,,,215,230,true,,31,29,91,72
K,19,K190,19K190,P.S. 190 Sheffield,19190,98,92,,,true,true,true,true,,true,156,155,true,true,6,,34,36
K,19,K202,19K202,P.S. 202 Ernest S. Jenkyns,19202,,2,323,323,,true,true,true,true,true,328,189,true,true,14,18,51,6
K,19,K213,19K213,P.S. 213 New Lots,19213,6,,236,236,true,,true,true,,true,241,214,true,true,31,31,,34
K,19,K214,19K214,P.S. 214 Michael Friedsam,19214,137,141,1,1,true,true,true,true,true,true,593,583,true,true,70,93,34,31
K,19,K218,19K218,J.H.S. 218 James P. Sinnott,19218,55,102,,,true,true,,,,true,311,272,true,true,61,124,52,55
K,19,K224,19K224,P.S. 224 Hale A. Woodruff,19224,3,,261,261,true,,true,true,,,335,288,true,true,47,61,,
K,19,K213,75K036,P036K at K213,19236,,41,,,true,,,,,,,41,,true,,,,
K,19,K346,19K452,Frederick Douglass Academy VIII Middle School,19252,29,26,,,true,true,,,true,true,98,127,,,57,72,,
K,19,K273,19K273,P.S. 273 Wortman,19273,,,272,272,,,true,true,true,true,269,289,true,true,34,56,90,59
K,19,K290,19K290,P.S. 290 Juan Morel Campos,19290,318,324,,,true,true,true,true,,,284,280,,true,99,131,,
K,19,K292,19K292,J.H.S. 292 Margaret S. Douglas,19292,87,93,,,true,true,,,,,325,338,true,true,23,56,68,61
K,19,K292,84K626,Achievement First East Brooklyn High School,19293,28,29,,,true,true,,,true,true,86,132,true,true,,,,
K,19,K306,19K306,P.S. 306 Ethan Allen,19306,118,117,,,true,true,true,true,,true,211,198,true,true,98,30,79,72
K,19,K260,19K325,The Fresh Creek School,19325,3,,158,158,true,,true,true,true,,182,157,true,true,97,87,80,40
K,19,K328,19K328,P.S. 328 Phyllis Wheatley,19328,131,133,,,true,true,,,,,243,249,true,true,108,34,,18
K,19,K345,19K345,P.S. 345 Patrolman Robert Bolden,19345,,,469,469,,,true,true,true,,380,420,true,true,50,,148,114
K,19,K346,19K346,P.S. 346 Abe Stark,19346,117,96,,,true,true,true,true,,true,385,360,,,167,152,27,10
K,19,K364,19K364,I.S. 364 Gateway,19364,23,24,,,true,,,,,,99,82,true,true,,,12,21
K,19,K907,84K395,New Visions AIM Charter High School I,19395,9,14,,,true,true,,,,,33,40,true,,,,,
K,19,K422,19K422,Spring Creek Community School,19422,108,136,,,true,true,,,,,205,236,true,true,67,62,77,66
K,19,K435,19K431,Thomas Jefferson Yabc,19431,,,,,,,,,,,42,30,true,true,,,,
K,19,KBBL,19N754,Saint Peter's Preschool,19450,69,67,,,true,true,,,,,69,68,,,,,,
K,19,K420,19K501,Franklin K. Lane Campus YABC,19501,2,2,,,true,true,,,,,19,21,true,true,,,,
K,19,K435,19K504,High School for Civil Rights,19504,12,18,,,true,true,,,,,82,78,true,true,64,30,51,26
K,19,K435,19K507,Performing Arts and Technology High School,19507,14,22,,,true,true,,,,,97,108,true,true,9,,13,
K,19,K435,19K510,World Academy for Total Community Health High School,19510,12,26,,,true,true,,,,,77,90,true,true,23,17,20,23
K,19,K660,19K409,East New York Family Academy,19524,52,64,,,true,true,,,,,135,165,true,true,43,29,32,26
K,19,K615,19K615,Transit Tech Career and Technical Education High School,19551,313,256,,,true,true,,,,,403,365,true,true,44,33,74,21
K,19,K435,19K502,FDNY High School for Fire and Life Safety,19552,6,9,,,true,true,,,,,97,95,true,true,17,13,14,14
K,19,K174,19K557,Brooklyn Gardens Elementary School,19557,91,90,,,true,true,,true,,true,253,232,true,,,45,5,
K,19,K660,19K660,W. H. Maxwell Career and Technical Education High,19561,55,62,,,true,true,,,,,121,122,true,true,23,19,,
K,19,K428,79Q950,GED Plus - Citywide,19567,6,4,,,true,,,,true,true,7,4,,,,,,
K,19,K893,79Q950,GED Plus - Citywide,19577,11,13,,,true,,,,true,true,33,29,,,,,,
K,19,K420,19K583,Multicultural High School,19583,23,15,,,true,true,,,,,143,156,true,true,37,49,50,50
K,19,K273,75K004,P.S. K004,19606,30,31,,,true,,,,,,30,28,,true,,,,
K,19,K420,19K618,Academy of Innovative Technology,19618,56,34,,,true,true,,,true,,158,163,true,true,24,49,40,30
K,19,K420,19K639,Brooklyn Lab School,19639,43,53,,,true,true,,,,,169,202,true,true,54,61,67,65
K,19,K824,23K646,ERROR: #N/A,19645,4,,,,true,,,,,,45,,true,true,,,,
K,19,K848,19K149,PS 149 Danny Kaye Annex,19649,46,35,,,true,,,,true,true,45,35,,,,,,
K,19,K166,19K654,Van Siclen Community Middle School,19654,81,95,,,true,true,,,,,188,185,true,true,30,41,54,53
K,19,K420,19K659,Cypress Hills Collegiate Preparatory School,19659,13,14,,,true,true,,,,,122,125,true,true,26,32,18,18
K,19,K302,19K661,Vista Academy,19661,54,40,,,true,true,,,,,299,311,true,true,,,126,59
K,19,K302,19K662,Liberty Avenue Middle School,19662,147,146,,,true,true,,,,,371,380,true,true,65,59,71,91
K,19,K174,19K663,School Of The Future Brooklyn,19663,28,37,,,true,true,,,,true,118,119,true,,,,61,39
K,19,K872,19K364,IS 364 Gateway Annex,19664,21,25,,,true,,,,,,95,97,true,true,,,44,29
K,19,K072,19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,19677,176,171,,,true,true,true,true,true,true,383,330,true,true,47,99,127,80
K,19,K072,19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,19678,10,8,,,true,true,,,,true,164,154,true,true,5,,18,25
K,19,K202,84K680,Achievement First Aspire Charter Sch,19680,402,300,,,true,,,,,true,438,380,true,true,,35,,
K,19,K218,19K683,"The School for Classics: An Academy of Thinkers, Writers and Peformers",19683,3,8,,,true,true,,,,,45,62,true,true,,,,
K,19,K218,84K788,Achievement First Linden Charter Middle School,19688,,36,,,true,,,,,,,66,,true,,,,
K,19,K932,79X695,Passage Academy-HS Suspension,19695,,,,,,true,,,,,52,44,,,30,22,,
K,19,K798,75K004,P004K @ P065,19804,23,21,,,true,,,,,,23,21,true,true,,,,
K,19,K072,75K004,P.S. K004,19805,30,28,,,true,,,,,,38,38,true,true,,,,
K,19,KAMH,84K807,Collegiate Academy for Math and Personal Awareness Charter School,19807,,21,,,,true,,,,,,93,,true,,,,
K,19,K420,84K608,Uncommon Leadership Charter High School,19808,24,45,,,true,,,,true,,77,130,true,true,,30,,
K,19,K302,84K774,Achievement First Apollo Charter School,19833,326,310,,,true,,,,,,389,368,true,true,,,,
K,19,K065,84K358,Achievement First East New York Charter School,19850,93,74,,,true,true,,,,true,202,183,true,true,33,,,
K,19,K420,19K764,The Urban Assembly School for Collaborative Healthcare,19864,19,10,,,true,true,,,,,103,100,true,true,27,24,,
K,19,K166,84K359,The Uft Charter School,19867,44,45,,,true,true,,,,,163,136,true,true,,,,
K,19,KCAM,23N875,People's Day Care & Elem. Sch.,19870,98,96,,,true,true,,,,,115,113,,,,,,
K,19,K328,84K769,Hyde Leadership Charter School- Brooklyn,19872,81,77,1,1,true,,,,,,290,300,true,true,,12,,
K,19,KAKM,84K785,Imagine Me Leadership Charter School,19873,125,117,,,true,true,,,,,200,188,true,true,,,43,66
K,19,K292,84K774,Achievement First Apollo Middle Charter School,19874,244,139,,,true,,,,,,295,267,true,true,,,,
K,19,K013,84K358,Achievement First East New York Charter School,19880,207,207,,,true,true,,,,true,365,350,true,true,,,,
K,19,K422,75K053,P.S. K053,19883,75,75,,,true,,,,,,85,88,true,true,,,35,38
K,19,K420,79M984,LYFE [Babies],19884,6,3,,,true,,,,,,7,4,true,true,7,3,,
K,19,K218,84K386,ERROR: #N/A,19887,32,,,,true,,,,,,145,,true,true,45,,63,
K,19,K166,84K788,Achievement First Linden Elementary School,19888,353,353,,,true,,,,,,391,398,true,true,,,,
K,19,K190,19K907,M.S. 907,19907,,10,,,,true,,,,true,,30,true,true,,,,
K,19,KADA,19N700,Blessed Sacrament School,19908,,70,,,,true,,,,,163,153,,,62,69,,
K,19,KALM,19N793,SALVE REGINA CATHOLIC ACADEMY,19946,62,62,,,true,true,,,,,284,225,,,180,191,,
K,19,KBKE,79Q950,Pathways to Graduation @ Trey Whitfield,19950,15,16,,,true,,,,true,true,15,16,,,,,,
K,19,K171,19K760,Highland Park Community School,19960,7,7,,,true,true,,,,,120,119,true,,9,,9,
K,19,KCVM,84K769,Hyde Leadership Charter School - Brooklyn Annex,19969,,14,,,true,,,,,,,43,,,,,,
K,19,K660,79M973,ERROR: #N/A,19973,1,,,,true,,,,,,16,,true,true,,,,
K,19,K306,84K680,Achievement First Aspire Middle Charter School,19980,,88,,,true,,,,,true,,132,,true,,,,
K,19,K435,79M984,LYFE [Babies],19984,4,4,,,true,,,,,,4,4,true,true,4,4,,
K,19,K894,79M984,LYFE [Babies],19985,2,2,,,true,,,,,,4,3,true,,4,3,,
K,19,K660,79M984,LYFE [Babies],19986,2,2,,,true,,,,,,2,2,true,true,3,3,,
K,20,K331,20K030,I.S. 30 Mary White Ovington,20030,89,109,,,true,,,,,,354,449,true,true,28,30,90,78
K,20,K048,20K048,P.S. 048 Mapleton,20048,185,184,,,true,true,,,,,523,500,,,165,165,154,80
K,20,K104,75K053,P.S. K053,20053,24,8,,,true,,,,,,24,8,,,,,,
K,20,K062,20K062,J.H.S. 062 Ditmas,20062,44,35,,,true,true,,,,,438,459,true,true,55,119,58,40
K,20,K069,20K069,P.S. 69 Vincent D. Grippo School,20069,310,300,,,true,true,true,true,true,true,746,738,true,true,168,145,195,93
K,20,K102,20K102,P.S. 102 The Bayview,20102,194,188,,,true,true,,,,,868,854,true,,192,194,224,82
K,20,K104,20K104,P.S./I.S. 104 The Fort Hamilton School,20104,127,209,,,true,true,true,,true,true,481,458,,,131,133,,
K,20,K105,20K105,P.S. 105 The Blythebourne,20105,371,256,,,true,true,,,,,1442,1347,,,323,322,127,103
K,20,K112,20K112,P.S. 112 Lefferts Park,20112,153,147,,,true,,true,,true,,357,354,true,,51,58,,
K,20,K127,20K127,P.S. 127 Mckinley Park,20127,120,130,,,true,true,,,,,356,361,,,56,121,92,53
K,20,K160,20K160,P.S. 160 William T. Sampson,20160,759,762,,,true,true,,,true,true,1185,1202,,,84,89,,
K,20,K807,20K163,P.S. 163 Bath Beach,20163,123,121,,,true,true,,,,,494,494,true,true,64,96,,
K,20,K164,20K164,P.S. 164 Caesar Rodney,20164,108,123,,,true,true,,,,,534,489,,,56,66,129,64
K,20,K170,20K170,Ralph A. Fabrizio School,20170,331,287,,,true,true,true,true,true,true,851,813,true,true,115,78,223,110
K,20,K176,20K176,P.S. 176 Ovington,20176,222,186,,,true,true,,,,,1119,1088,,,141,82,,
K,20,K179,20K179,P.S. 179 Kensington,20179,153,145,,,true,true,,,,,740,717,true,true,172,68,94,100
K,20,K180,20K180,The SEEALL Academy,20180,102,101,,,true,true,,true,,true,755,722,true,true,59,40,85,56
K,20,K237,20K682,THE ACADEMY OF TALENTED SCHOLARS,20182,94,125,,,true,true,,true,,true,214,222,true,true,109,98,,
K,20,K185,20K185,P.S. 185 Walter Kassenbrock,20185,107,109,,,true,true,,,,,414,357,,,96,98,,
K,20,K186,20K186,P.S. 186 Dr. Irving A Gladstone,20186,332,297,,,true,true,true,true,true,true,763,782,true,true,297,296,172,78
K,20,K486,20K187,The Christa McAuliffe School\I.S. 187,20187,89,83,,,true,true,,,,,481,516,true,true,115,112,,35
K,20,K192,20K192,P.S. 192 - The Magnet School for Math and Science,20192,154,156,,,true,true,,,,,611,564,true,true,39,,,35
K,20,K200,20K200,P.S. 200 Benson School,20200,138,128,,,true,true,,,,,738,782,,,130,140,182,56
K,20,K201,20K201,J.H.S. 201 The Dyker Heights,20201,222,222,,,true,true,,,,,1262,1303,true,true,,57,78,83
K,20,K204,20K204,P.S. 204 Vince Lombardi,20204,3,3,636,636,true,true,true,true,true,true,1001,998,,,112,96,,
K,20,K205,20K205,P.S. 205 Clarion,20205,765,768,,,true,true,true,true,true,true,1170,1186,,,215,205,260,193
K,20,K768,20K112,PS 112 Lefferts Park Annex,20212,86,96,,,true,,true,,true,,208,225,,,,,,
K,20,K220,20K220,J.H.S. 220 John J. Pershing,20220,214,240,,,true,true,,,,,1069,1071,true,true,91,156,93,87
K,20,K223,20K223,J.H.S. 223 The Montauk,20223,109,80,,,true,true,,,,,708,642,,,121,99,21,59
K,20,K227,20K227,J.H.S. 227 Edward B. Shallow,20227,274,265,,,true,true,,,,,1130,1175,true,,139,153,,
K,20,K229,20K229,P.S. 229 Dyker,20229,122,,,,true,,,true,,true,835,849,true,true,171,182,127,45
K,20,K180,75K231,PS 231,20231,103,90,,,true,,,,true,true,107,104,true,true,,,,
K,20,K264,75K231,P231K @ PS 264K,20232,29,31,,,true,,,,true,true,31,31,,true,,,,
K,20,K247,20K247,P.S. 247 Brooklyn,20247,153,141,,,true,true,,,,,616,610,true,true,301,274,225,55
K,20,K259,20K259,J.H.S. 259 William Mckinley,20259,313,467,,,true,true,,,,,1489,1564,true,true,59,99,33,68
K,20,ERROR: #N/A,20K160,ERROR: #N/A,20260,,,,,true,true,,,true,true,,,true,,,,,
K,20,K264,20K264,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,20264,192,198,,,true,true,true,true,,true,302,276,true,true,110,128,,11
K,20,K237,20K686,BROOKLYN SCHOOL OF INQUIRY,20286,98,117,,,true,true,,true,,true,233,254,true,true,6,8,,
K,20,K310,20K310,P.S. 310,20310,98,72,1,1,true,true,true,true,true,true,396,385,true,true,31,29,,101
K,20,K314,20K503,PS 503: The School of Discovery,20314,326,333,,,true,true,true,true,true,true,721,655,true,true,93,126,174,127
K,20,K237,75K370,P.S. 370,20370,47,42,,,true,,,,,,45,41,true,true,,,,
K,20,K485,75K371,P.S. 371 @ Telecommunications,20371,,1,,,true,,,,,,2,4,true,true,,,,
K,20,K485,20K485,High School of Telecommunication Arts and Technology,20503,51,39,,,true,true,,,,,452,434,true,true,,,,
K,20,K314,20K506,P.S. 506: The School of Journalism & Technology,20506,252,221,,,true,true,true,true,true,true,564,530,true,true,,,,
K,20,K490,20K490,Fort Hamilton High School,20517,221,197,,,true,true,,,,,1245,1228,true,true,,27,,
K,20,K505,20K505,Franklin Delano Roosevelt High School,20519,428,417,,,true,true,,,,,1210,1227,true,true,47,63,134,105
K,20,K445,20K445,New Utrecht High School,20535,135,142,,,true,true,,,,,1077,1053,true,true,197,195,,
K,20,K223,20K609,Urban Assembly School for Criminal Justice,20609,52,51,,,true,true,,,,,228,223,,,,,33,33
K,20,K331,75K231,P231K @ PS/IS 30 Mary White Ovington,20631,25,19,,,true,,,,true,true,37,28,true,true,,,,
K,20,K163,20K748,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,20648,,,311,311,,,true,true,true,true,475,407,true,,172,179,,
K,20,K505,20K658,Franklin Delano Roosevelt YABC,20658,1,1,,,true,true,,,,,21,24,true,true,,,,
K,20,K695,20K768,Pre-K Center at 1258 65th Street,20671,89,99,,,true,,,,,,89,98,,,,11,,
K,20,K767,20K768,Pre-K Center at 1668 46th Street,20672,71,76,,,true,,,,,,71,76,,,,,,
K,20,K762,20K768,Pre-K Center at 1355 84th Street,20673,100,94,,,true,,,,,,100,94,,,,12,,
K,20,K780,20K768,Pre-K Center at Fort Hamilton Parkway,20674,143,113,,,true,,,,,,143,113,,,,,,
